TT id,LinkColorHex,ColorTeam (from LinkColorHex),IMG WP,ColorSkin (from LinkColorHex),ShapesLink,ShapeRarity,ColorRarity,RarityTotal,RarityTotal TTid Factor,TTidFactorCal,RaritiesConcatenated,RaritiesArray,Concatenate Attibutes,Concatenate Attributes and Array
143,#f9b4e4,WaterMelons,t_118.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/8FqPkPAOOwW9p7zdol8AXQ/BiPzwrj1zPVaT6F37mB59qU8rVzTugX3p2-pa0bYItea0oMZM31t6kwwJb6TZkvxuzJlOMw9fPdZK7PFE3-0hUII9bhQ2zmnNyKnzYa19PU/RUhdOftjrt7pi5Kn0_AwkmxLNaHSomStsZ3Yn9AkwCA),#EF6EAA,Oh Buoys,8.33,7.64,0.917,1.3108,1.4300,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-Oh Buoys-143_RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-Oh Buoys-143_
133,#f9b4e4,WaterMelons,t_120.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/AU_iPPmOW_6VjKVcH5C0mg/9gqkDObj41-V-MzNMucL1xOcMFud0TxHEHEnBrZ_2CQpOVubuQWGIyMcOJXWCIeN8zs0OstEI7zsxGN4P3TOTh4PioRoIUdthcuj0DMqP7s/nqJ49u_l3cVPPmIsWnOzbMEw_3cR3IUAfnrhbuFUCxU),#EF6EAA,Spades,8.33,7.64,0.917,1.2192,1.3300,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-Spades-133_RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-Spades-133_
131,#f9b4e4,WaterMelons,t_116.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/uWj6FBHQ75JP9ZCbxM2xNQ/ZhmkrSDp2EfUSpPqj3Qy1IlSFipL5KRENeBchfVmqzNrurNuSqCFJHUjF5J4STpjVqM-vwl-Ikd46NSynb1TjxowSQ9MwDlZsS-LSbVVVVI/EY_LihhkXSXBUS8s3l-jqi2hhk_NGqLGbL_S240Amlo),#EF6EAA,TotalRecalls,8.33,7.64,0.917,1.2008,1.3100,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-TotalRecalls-131_RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-TotalRecalls-131_
8,#9bd3f9,BooBerries,t_57.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/CSjvQHTJ8EgRejmgEFdTuA/97crFjLhXd72qxC1PHgv_zYh62S8Fs04PxqDdbL2FeI_KOmA3iGEQMM4cWTyA_bs3d3_OtDoajEckh6ENA2oAA/hRLYFfRZJM7FkaVXXOGgIcPS6K42dA_6IUXlQeCiRxM),#30B4E2,Hoots,8.33,7.64,0.917,0.0733,0.0800,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-Hoots-8_RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-Hoots-8_
81,#ffe1b6,TataColadas,t_72.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/8WXxvcZJqnzD5ze7k5XdZQ/dMe-X9FFIJInD2biF3WwFoE4oJgxOY7hYXvaqeiqX9asRaIJ0MXO2R2C3HV0aShzkLNZDK_4doyo87nViOEUSg/0Mj83cjt4BvBGPESOrlwgC6orTC9AoXwJQXu-pekHVw),#F9C87A,TotalRecalls,8.33,7.64,0.917,0.7425,0.8100,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-TotalRecalls-81_RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-TotalRecalls-81_
120,#9bd3f9,BooBerries,t_59.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/BgITT-bEiuEIncIX110Yfg/94sxC_7jnl1eg9v9UrKPv3f_NPPSHFUQ_IfsYoFz16HsqIlA16vlsT3ii8J3F9Xdp3SKQE7pmPLI0zz9kpY4kw/5PGipnSkpOhtjLeYMXAMkaiT1NKKlFdq7dNoe8EZc7E),#30B4E2,HolyMels,8.33,7.64,0.917,1.1000,1.2000,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-HolyMels-120_RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-HolyMels-120_
125,#9bd3f9,BooBerries,t_64.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/yhs0v-avPU465MIYxpFZmw/i7osN1_jlZQreuM_xQOVp3KXo3JYjb8lt__LREM9R3aJ0w6vJOb1KtwMIpAhXMTPKm4Q6wSGu6cVKty5umUUMg/VrNi92Hv7gczL-omMefmyQ2pQWqOZt45c2H0K7s3dvQ),#30B4E2,Spades,8.33,7.64,0.917,1.1458,1.2500,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-Spades-125_RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-Spades-125_
21,#ffe1b6,TataColadas,t_73.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/9ExPopyrqSTDhL10KJYzwQ/1s0n78DI8K7IKR7af-933FRTUzhqTb8ocv3KPviWhE7_XwQhC74hEsCoid-2SKNwaQhtGKFEP066xyu7S3SmEg/AAviZapgFT32X3twcTfs4BlT625UkqpQqZVSxyBMEcY),#F9C87A,Oh Buoys,8.33,7.64,0.917,0.1925,0.2100,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-Oh Buoys-21_RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-Oh Buoys-21_
27,#9bd3f9,BooBerries,t_62.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/7Q8X6CYSd9_p3C18shBjWg/bPMYq6DFklxrBujpmT-Jg9WhREJ2f9cRJTPi0EWgME_1wwQfQBXTAkAGgGvvE0Vmu6xQ__L8LQpWpgHGwyOUwA/9992dntId5EvtrEElowSP-g2Jeibxlk1fsW04m7A_PU),#30B4E2,Oh Buoys,8.33,7.64,0.917,0.2475,0.2700,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-Oh Buoys-27_RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-Oh Buoys-27_
68,#f9b4e4,WaterMelons,t_114.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/5ytPEZ3_kIKb9m9fdr5kQg/bj14jRdnMHSmIGwTV4GYC87KlMVjYvfM0gcoWPrX8iY52Gvi7gOLIVfc7MMCxCOgy-PrCNmPxYk1Skzn6EobDMFi1_eR0E6nhrcTw-ZqmL4/4q_f62fQGKSMNipbpEKl3jB6p0pSzosnj1W7BtxmjIk),#EF6EAA,HolyMels,8.33,7.64,0.917,0.6233,0.6800,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-HolyMels-68_RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-HolyMels-68_
80,#ffe1b6,TataColadas,t_70.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/EL0HxnfS86ZdGV2WdyUZFw/ARqcH4XrSaN7EOYjdLX2V-eclSrECHCOi7NAT8aJwNiWtPjdpK5yRfvQXm7oc7FCGcqG0uyIJizyeXmRbcBRaw/1X_DP0-q1QTGQGSht27nDbXJAuHwWA5yC8gLItS3Kgs),#F9C87A,HolyMels,8.33,7.64,0.917,0.7333,0.8000,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-HolyMels-80_RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-HolyMels-80_
123,#f9b4e4,WaterMelons,t_112.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/TZ_y6vIe1yw74WLy4okkkQ/onCufAIurVFH0XCzEfHuovraR17m4AdMlVL-IO-ThG0kxeJLhgygXYNzxG7lk74l8nNjezMvwalf6VQfZIBTmCJ5bpPt_uQRRvRJ6pbGdD4/BhgtzH6I1Ira9sZYfuKbmYKwyiuaaumue9t8ILc-ugk),#EF6EAA,Hoots,8.33,7.64,0.917,1.1275,1.2300,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-Hoots-123_RC-7.64_RS-8.33_RT-0.92,tts_WaterMelons-Hoots-123_
76,#ffe1b6,TataColadas,t_75.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/WrxAOLbrYpVVHSS_zwlsAA/9RjYgPPrYVfvpLrtGhZw2G_xv-_0c1TajsU-u0EOULre_15Q4Qeh4fwQ2q-RJEjrHwTWWoakc06AQYpBpsHp8w/KNpu3zC21pvs3D1axawtH3aFAN6rWn6XOfWuVuVCr2g),#F9C87A,Spades,8.33,7.64,0.917,0.6967,0.7600,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-Spades-76_RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-Spades-76_
124,#9bd3f9,BooBerries,t_5.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/avrDjvk4a4rVO-ifeOSV9Q/fwzX7f2Q7EjOp1P-kd4BePitsqGnhnW6GYqdOzILpWOEBXjjfz_axCZKy07y_IgudRwXi_YjTHk9f6a5Gn8KQg/MUBWFmBzbcdIBA9HXXzgFB0aB6fixdBphSTwE39E35E),#30B4E2,TotalRecalls,8.33,7.64,0.917,1.1367,1.2400,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-TotalRecalls-124_RC-7.64_RS-8.33_RT-0.92,tts_BooBerries-TotalRecalls-124_
101,#ffe1b6,TataColadas,t_68.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/VgCeoD7NSwm95R7KFK5Vvw/7NFy9B1zJ-MZV7Wg-HmBm7lynZ9wKnHXDRAhFU2WYY8wKqoAISivfdEBheal3t7RSiyHkBxuvKY00YF5XhfHaQ/Kbf9x1NMPMUn_Iik6H6SrLDHZek9VgskHeOQsUkP0c0),#F9C87A,Hoots,8.33,7.64,0.917,0.9258,1.0100,RC-7.64_RS-8.33_RT-0.92,RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-Hoots-101_RC-7.64_RS-8.33_RT-0.92,tts_TataColadas-Hoots-101_
139,#f4d4fc,StarBust,t_14.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/yOCNGy3AWe7IP2KXL6oJsA/ybeo_A7A524-Yijy1BWz8tsHA9e2uJz3duLotqAmMdUrlo0jsa16HgrKKDHA7MfWQkzvhXoxl8Bxcu-BwHoMeQ/KXNz4VOLPJyNAhtxsvs3IPytXYQhwc2M24fvO-CQnKY),#F3A4FF,HolyMels,8.33,8.33,1.000,1.3900,1.3900,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_StarBust-HolyMels-139_RC-8.33_RS-8.33_RT-1,tts_StarBust-HolyMels-139_
135,#9bd3f9,BooBerries,t_60.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/Vm2c6xJxHGRKu0hkoytvMA/DCD0WhKfwKiJHfAjrW8PvyWKR7EFDTDNl-aUvxEWEu7GSdln2BBvjXqi9sutMW7TCsMD62On7stYhBOqzFCbzA/M8SPReU4NqqCuYeKyFtEJX_pgPkOKD1SdJ8YwWmqZeQ),#30B4E2,Vintties,7.64,7.64,1.000,1.3500,1.3500,RC-7.64_RS-7.64_RT-1,RC-7.64_RS-7.64_RT-1,tts_BooBerries-Vintties-135_RC-7.64_RS-7.64_RT-1,tts_BooBerries-Vintties-135_
130,#f9cdaf,CupCakes,t_127.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/eY6F1YocLTOzGf4Ujcb5Uw/5cOAwW88qmrcoK6cWwX2sWjIAfMaA400vBmjXcPa3dR0ShFLDnRWkA0Z8xkJ5RNr6G_EvVmh_ZjQk_1em3K2kXkEuXWOyJzGdw-pM5H7Hog/deYA4iPtwMDgfqgMt6SV2OdlVWkSFrNHnmxtKoz_HB8),#E29764,TotalRecalls,8.33,8.33,1.000,1.3000,1.3000,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CupCakes-TotalRecalls-130_RC-8.33_RS-8.33_RT-1,tts_CupCakes-TotalRecalls-130_
128,#f4d4fc,StarBust,t_20.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/vPyn7VH1vOpdp-ERPKSA1Q/Uc3qKvczLq-Bce8h7z25DgwfVI2SmaiKr34pwgwUxsY-ZE3-PXfbsuzLjWSC1yW25EMQHb9PosOh0w6WNpnQQw/N4Kl66U8RImUzaFOIlMBy0zN-cBcvZL1ibl9EqVw-lQ),#F3A4FF,Spades,8.33,8.33,1.000,1.2800,1.2800,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_StarBust-Spades-128_RC-8.33_RS-8.33_RT-1,tts_StarBust-Spades-128_
77,#ffe1b6,TataColadas,t_69.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/v7nRDnQufAZP65i5GkIDEA/4Zj0fZUCC_gwp9ayJGG_TlfPEIHgr5aZWvaJkZvQunKG0Cm8cW1wzby_EU1V2KIPR1vXXns921PMeEJ6lgUOuw/gswThZGFf9NZDghGz2UtZXNAiAkwLs13kqnqdNLh0zw),#F9C87A,Hypnotits,7.64,7.64,1.000,0.7700,0.7700,RC-7.64_RS-7.64_RT-1,RC-7.64_RS-7.64_RT-1,tts_TataColadas-Hypnotits-77_RC-7.64_RS-7.64_RT-1,tts_TataColadas-Hypnotits-77_
73,#FCDACA,ButterUdders,t_42.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/wtE4m1iAQXTt1ZFYQtTFQw/JItDJd3dhfeB-b14YRxquNTEfcMR0VRVosj-BZQTCdUxSt1GCE3IqTXoJniOv6vs4yadllBIK6DB86ohJvtr2w/S4ocnj_biDVmPxEiIF8hXzrSlQ2jdb1n9ziA4BbasVY),#F9BE9D,Spades,8.33,8.33,1.000,0.7300,0.7300,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_ButterUdders-Spades-73_RC-8.33_RS-8.33_RT-1,tts_ButterUdders-Spades-73_
60,#e6bbb4,ChocoLattes,t_81.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/cOJyvumaAvNPryKOeYNPnA/Edz11CCt0nrQhCxMB4st9IzBHJXjmGH-z2SR1TweMLiSQIlh1TbOcIwq4uo_eiWrFtmbD5rQfoumW2AE3c94aA/yCYrZZcHZ6COFM2XI9BNikL2sMz7BWM10G7y4p9QJQs),#874D3C,Trooper,6.94,6.94,1.000,0.6000,0.6000,RC-6.94_RS-6.94_RT-1,RC-6.94_RS-6.94_RT-1,tts_ChocoLattes-Trooper-60_RC-6.94_RS-6.94_RT-1,tts_ChocoLattes-Trooper-60_
31,#f9cdaf,CupCakes,t_129.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/pidbt9EFvjQANphzua62bw/y0azFLaB72a1yKZQ2-bLRkjLJ9WNS7YzmaFs2ULMtP_yUdSvm5ggRrzaThzYh6OxfCfhZEVK2FvBi6dR6qmZQqFDLgd4ZAOYGFWFfKoRvJc/4ROUrn1tW5FFcb99itwhvoTYK7qvSp12Ha4F_nBH-gw),#E29764,Oh Buoys,8.33,8.33,1.000,0.3100,0.3100,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CupCakes-Oh Buoys-31_RC-8.33_RS-8.33_RT-1,tts_CupCakes-Oh Buoys-31_
67,#f4d4fc,StarBust,t_18.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/w2AOX2UMm9ji5exgFSossw/Sh_cQEi_UBOdGK-YKusrMPUuCKzYrBCmnZJ_FvBRVkBd8inUEFalNTcjAEyfHBbTKBs1-0-WIjyGMZVjAjShyQ/mwkfLfm-RVSfceM5Ecu8bvF50ohZXunuKerE6G4kgzs),#F3A4FF,Oh Buoys,8.33,8.33,1.000,0.6700,0.6700,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_StarBust-Oh Buoys-67_RC-8.33_RS-8.33_RT-1,tts_StarBust-Oh Buoys-67_
71,#FCDACA,ButterUdders,t_35.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/Wj7s-TahJn44LPg_NACCfA/1PPNO_Al5eQUQaQKMMiz31ItY3L3BDFVh39JFoYN3A-DayeijQ35R1UjFCDgc28Y3V_UFGbC3N9-p8X52AUOeQ/gPlkN1VbM7n1yOelqk0W1EhRmdf63Yo3hjqNA3hFzGw),#F9BE9D,Hoots,8.33,8.33,1.000,0.7100,0.7100,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_ButterUdders-Hoots-71_RC-8.33_RS-8.33_RT-1,tts_ButterUdders-Hoots-71_
113,#cdbef7,PurpleHush,t_52.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/DheNeqjXlxohp0nXRdHy9g/soEtoY6gTR1XafQ5zQZJ2gOA29y1-iJn_S1uAAFpWB8erlVz36zeN_-bDIdz2QwHnu0shkYv4_DMU97P0s1s9g/Q8qLJyHuxkPZ2vj_UW8mDe9W0pFWXRcfS36BPZ9lxxY),#5F4B8B,Shaggies,6.94,6.94,1.000,1.1300,1.1300,RC-6.94_RS-6.94_RT-1,RC-6.94_RS-6.94_RT-1,tts_PurpleHush-Shaggies-113_RC-6.94_RS-6.94_RT-1,tts_PurpleHush-Shaggies-113_
44,#f9b4e4,WaterMelons,t_113.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/MyFVr4bzLWlGRKUNjb5r0Q/o7mHfrEr95BzjkxMjUkBt70TTu7NUa5rh0xoifM7YJ0lCW6SE2XLClOm1Lm0GdZDfOm9852ePwUb7VwWz8UCm_Eh6wAq53DTFNDTccPDKUg/aKwUhgnPQbCU1Z0daiwtefjl06lDhM6UeqivkwrOh04),#EF6EAA,Hypnotits,7.64,7.64,1.000,0.4400,0.4400,RC-7.64_RS-7.64_RT-1,RC-7.64_RS-7.64_RT-1,tts_WaterMelons-Hypnotits-44_RC-7.64_RS-7.64_RT-1,tts_WaterMelons-Hypnotits-44_
4,#eacece,CocoNaugthy,t_31.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/d8wzaUzSkobH9Nn5V35yIg/5LQR3wN2Gg8lcPeQp_UlQWzS5LZPnUYqSGLN1DNjRSE_hGcZ6zlOmqv_1xwJ36n2ZOPkd8d63H9WZrgx8V2KBQ/qWyjwWnT6WkbNESlGcTt6IU35jUSpS_Qb4pgvOaELbg),#D6AAAA,TotalRecalls,8.33,8.33,1.000,0.0400,0.0400,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-TotalRecalls-4_RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-TotalRecalls-4_
9,#FCDACA,ButterUdders,t_40.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/jVGmRYd-5LrKptYbxIsefw/kfS_tVLf-mlqNHs5AHmSke77_v0Z2dfRbpuJ4u8bsxQNZ30gFp7N6PrYawbMMIrj3A3SS_uTF3Uh-5uFm-aaVA/Qq_lG4tb7yoP_msGe4nuE3jKshIGGOqhkalfyJiF21I),#F9BE9D,Oh Buoys,8.33,8.33,1.000,0.0900,0.0900,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_ButterUdders-Oh Buoys-9_RC-8.33_RS-8.33_RT-1,tts_ButterUdders-Oh Buoys-9_
92,#f9cdaf,CupCakes,t_125.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/W7lddKTWxVmGbQaSXb4W1A/wSPPyCQtvK1_uK3ZKQEYiMzZwAIgRMkFJaRXKAbMCnVrWnQZ3dnq4v-BJNk5us0wQZILWin1EBD3adKXqrdPvQRQTS7l7mCknt1JH4mjccQ/z2u2XVM12RGFWs2b_J2jo_-s6JiEh3hKh7uOYn_jFPU),#E29764,HolyMels,8.33,8.33,1.000,0.9200,0.9200,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CupCakes-HolyMels-92_RC-8.33_RS-8.33_RT-1,tts_CupCakes-HolyMels-92_
23,#ffd8bd,PeCans,t_98.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/ZvAkKMcs7vki1gjiZsxwEw/Qaoz7ff3L9cAOmsH7qXKJxdL6wL5J0s1G3tv4rGiJjdrC2DPQWPTg9ilVBgbCyVC_t6z1yMwoY3911ScATJIsA/XFxdvtmKQmCjo5kH0AYf6CYD3q74uoB5kU4FtmXTr5s),#b7896a,Trooper,6.94,6.94,1.000,0.2300,0.2300,RC-6.94_RS-6.94_RT-1,RC-6.94_RS-6.94_RT-1,tts_PeCans-Trooper-23_RC-6.94_RS-6.94_RT-1,tts_PeCans-Trooper-23_
18,#FCDACA,ButterUdders,t_38.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/1fNg8NiYh_CKtYQon5Wyqw/2tbkjh1cEwCecb1V5c-pgybQ8pG6osiQ45fRJrjku-fbmvUXQtfPHNcR8ychE6PXF7BJrigDS1YPYryOnFRdkg/eN0IeZRPUmUJI57xyyU_bCU7vTZXm8hftK8TLQnmZRw),#F9BE9D,TotalRecalls,8.33,8.33,1.000,0.1800,0.1800,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_ButterUdders-TotalRecalls-18_RC-8.33_RS-8.33_RT-1,tts_ButterUdders-TotalRecalls-18_
13,#eacece,CocoNaugthy,t_27.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/EWZdYbzaQvJ_YwLQ3coaQg/FJ2AeYjZilA24N-Id-rnxjyah__DLw5RKH_44aXUGlmTk9BlbH0-CCzZkBLow-ogSonnbrRd1PN27HpreXVJvA/bCp4ecX44qzs8zdNzFjHMiW5FC8LjdFLINXa1aXyR5E),#D6AAAA,Spades,8.33,8.33,1.000,0.1300,0.1300,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-Spades-13_RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-Spades-13_
111,#FCDACA,ButterUdders,t_3.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/9bJxTXMDytaDpN1ADXUvyw/m3anfm1HzEHp01MCRXF7DqiDaSaICkMSbGVD1v_heANZHaALfiDIZE3toBik8x0UHwp7439wuGY1KtVn9jeoUg/gKucyUeI0KR-8SQ_Y19F0vR7gfvTLsBL5mJGf5wGKds),#F9BE9D,HolyMels,8.33,8.33,1.000,1.1100,1.1100,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_ButterUdders-HolyMels-111_RC-8.33_RS-8.33_RT-1,tts_ButterUdders-HolyMels-111_
36,#eacece,CocoNaugthy,t_33.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/Vyf0E-ZxQrrSso5S60XZtw/rULaDdnYZK9Yoj5_bmbQaTVCjOGpd_tjFwsiCUstjkBbiIeaWFCiBBf0_iBfWBG8qVOnGuxTP4i8uamK1SP02w/zOiEvYYTlbRSpw9B_6fA5dM5u6FpADpMQq0In70641o),#D6AAAA,HolyMels,8.33,8.33,1.000,0.3600,0.3600,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-HolyMels-36_RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-HolyMels-36_
5,#eacece,CocoNaugthy,t_29.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/dFD5Z5IXBxnvDSwCkaHEhg/d746dPD9Vh6y54BNuUFWAa2Tzu7gBiAUJez-QiFmy9jXSm30kAzxgE1Wo9PmC1x1MDqt17Z9qHWekDlUOTwfKQ/LDhi0n1LLAsNgq3VUlJBQzTh2HknLNGyrvzEU6Aa4KU),#D6AAAA,Oh Buoys,8.33,8.33,1.000,0.0500,0.0500,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-Oh Buoys-5_RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-Oh Buoys-5_
