TT id,LinkColorHex,ColorTeam (from LinkColorHex),IMG WP,ColorSkin (from LinkColorHex),ShapesLink,ShapeRarity,ColorRarity,RarityTotal,RarityTotal TTid Factor,TTidFactorCal,RaritiesConcatenated,RaritiesArray,Concatenate Attibutes,Concatenate Attributes and Array
91,#eacece,CocoNaugthy,t_34.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/0YP9LMDHb6F9KBHxuiUIWQ/LcLqFJicG2YauT0qiKC925WtamI6p5HcAamjgy6Z7EmpaNjbTZ24qYzXwZr0_l3DOCnEYyenWTqrAYZ6ue420g/4Wv06KnzhkqCTgSuJ2mqttkOWPKs8rUPH7-8FVNzqoY),#D6AAAA,Hoots,8.33,8.33,1.000,0.9100,0.9100,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-Hoots-91_RC-8.33_RS-8.33_RT-1,tts_CocoNaugthy-Hoots-91_
69,#ffe1b6,TataColadas,t_71.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/E7UMPqcMjh3UIz1NNB47ug/g-Odr9MRFfnHFXoUFvYqPPvXwS9kFYfTUYhlq_4hNuI0s3f9_pkafBoTVmzjMaABnzkiEBnviNyFVT7yOM05GQ/qKLnzVAr8JyRLP214G8ButhIhh11CZTLtlXGXYJ7_yk),#F9C87A,Vintties,7.64,7.64,1.000,0.6900,0.6900,RC-7.64_RS-7.64_RT-1,RC-7.64_RS-7.64_RT-1,tts_TataColadas-Vintties-69_RC-7.64_RS-7.64_RT-1,tts_TataColadas-Vintties-69_
70,#f9b4e4,WaterMelons,t_115.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/ixqYI9VntUsLMX7a_ueymw/tdm8gzioNgP3Af8bv88K4Y1TTZM_yO5PMT0mhjQZxlu7mZ4DpoIo_4dGXnKtOVGbzndsvNEZfsWYhasNz2VHGOJIUji3HIbgobBis5Gmx8A/7Cfm7a_eIDAMUFtuYsUxb68V77OTkOqut2reOTnSzmo),#EF6EAA,Vintties,7.64,7.64,1.000,0.7000,0.7000,RC-7.64_RS-7.64_RT-1,RC-7.64_RS-7.64_RT-1,tts_WaterMelons-Vintties-70_RC-7.64_RS-7.64_RT-1,tts_WaterMelons-Vintties-70_
100,#f9cdaf,CupCakes,t_123.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/q3QihQHo8FN_286L65qWDA/u7TD9HKd3wyHBWA6ZS522AqBKfbIszFZAgr_XYhpbmErFBrNsO9lp2HaNEONpILfWViDjo5RxLRaxagfPv4O2Lgkt8aUUMHeLG4tTEVw7uY/D89tBN5sJi4Rt7f7WB0criBTZklRQjnhPSqYHixf3qQ),#E29764,Hoots,8.33,8.33,1.000,1.0000,1.0000,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CupCakes-Hoots-100_RC-8.33_RS-8.33_RT-1,tts_CupCakes-Hoots-100_
107,#f4d4fc,StarBust,t_16.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/hzMwLrFqAsZyFFmjRWMZ3A/hLMGWHUm4D6yq7JcbSiu8YKcDWpXYzpsVVMOLbFVnRn4E2VO-VVa82TejvNGOINdmjNrt_gd-LMY5wLbjW1itQ/kaXErED0HFX1MVUl722F_RjR2FecEb4tTrZaMB3VusI),#F3A4FF,TotalRecalls,8.33,8.33,1.000,1.0700,1.0700,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_StarBust-TotalRecalls-107_RC-8.33_RS-8.33_RT-1,tts_StarBust-TotalRecalls-107_
29,#ff9a9f,CherryBosoms,t_134.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/Nj2M6u_j07sy6Zg6rel8xg/e6nAb0kvEa5Sk7Qjn-e1_9BLYtHFx3Q-Q9jgP18spEW5pdT8KzwXFnIMGLXXAazQQABqFP1fgN_5bnYGM1moKXfFJoEX5w4uM-DHV1QOp6s/eOz-WSQ0GNoMIuto1FkUhyctqLO-nBtjJ9Kb_6UzDAA),#891946,Buffies,6.25,6.25,1.000,0.2900,0.2900,RC-6.25_RS-6.25_RT-1,RC-6.25_RS-6.25_RT-1,tts_CherryBosoms-Buffies-29_RC-6.25_RS-6.25_RT-1,tts_CherryBosoms-Buffies-29_
85,#9bd3f9,BooBerries,t_58.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/v0u8_ctFtv_VELCppxEZtQ/pPKvhNJ55vlPhz0rsvFs7yFDSI0ogp5boUOMwWfCrjvmqJLh-iwhaOc--ywsF0_1wDtAkDbtotGOGhdfx_uqKQ/mBfdYN5eW2yiFQzDbJod0-l2gJfRQi3E3TzoCwr02kY),#30B4E2,Hypnotits,7.64,7.64,1.000,0.8500,0.8500,RC-7.64_RS-7.64_RT-1,RC-7.64_RS-7.64_RT-1,tts_BooBerries-Hypnotits-85_RC-7.64_RS-7.64_RT-1,tts_BooBerries-Hypnotits-85_
7,#f4d4fc,StarBust,t_1.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/anBh2aARvwcp-coAtCAuAQ/APbiqoB_uruXjYYEKR8irOfDvGyJveyaKn-c4W4k-VekEnwq2QYwgLK48BQc40ADT885_U5FIHGu0MzuTYjMmg/RraDLUcSg0zwosjtZ5HklBHFCTKawkJkH8hcicMS7eo),#F3A4FF,Hoots,8.33,8.33,1.000,0.0700,0.0700,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_StarBust-Hoots-7_RC-8.33_RS-8.33_RT-1,tts_StarBust-Hoots-7_
35,#f9cdaf,CupCakes,t_131.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/mG3mOervD531nnoIL5ePLg/OZxMIOEO8xLToqOelGnWyCwGCkF6W0w4xQy8-XiU4O6EN_XNODvGDoVV1gdxFOUlRb8lUG8asfXsaqe9zyam9agZVMaCNosyqvWhv76UGaA/QiWkcopJJXf1s2Q_ebkOZQ8-tmA1CQWOHjOIrB7VrpM),#E29764,Spades,8.33,8.33,1.000,0.3500,0.3500,RC-8.33_RS-8.33_RT-1,RC-8.33_RS-8.33_RT-1,tts_CupCakes-Spades-35_RC-8.33_RS-8.33_RT-1,tts_CupCakes-Spades-35_
132,#f4d4fc,StarBust,t_13.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/kPmux6EMhlWkH2wQogDFuw/GjQ7nthoftPe02nyMoAg9VKJRBKE41GG5vpNK5n9Q1C5m6eSuAoVa8wbCwZZq1MKxSNrqDTJAPz7y42kZdWJrw/MxktrKBdn0eRQeE_Qaq-GYTvMK7eWlMdiUO7lCfSHe0),#F3A4FF,Hypnotits,7.64,8.33,1.091,1.4400,1.3200,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_StarBust-Hypnotits-132_RC-8.33_RS-7.64_RT-1.09,tts_StarBust-Hypnotits-132_
42,#eacece,CocoNaugthy,t_32.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/CvAFZ01R8PILvq6CAp5q6g/UBZ_Dd0O8OXxANDWt9zDhxRczykMNPNvyVH9h9QLZmRjMgfZovqPATdtvPyDhEuKmL1ioMejaj24hWBIfj6Q4g/NlPZoRNqq1QmhNBqAMJwyJUU5qHvGNsQR7bYv4vJ3p8),#D6AAAA,Vintties,7.64,8.33,1.091,0.4582,0.4200,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_CocoNaugthy-Vintties-42_RC-8.33_RS-7.64_RT-1.09,tts_CocoNaugthy-Vintties-42_
126,#eacece,CocoNaugthy,t_2.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/Q8FX6Mc6RsCmGc5mk8UT8g/06Wdn6t9Zf7g1Y8RZy6u7f66oXvoTMDctoq1SmHbWJ-HvIv-e8QxDkQvf5TW-3w6chlPcNgt6ObuR1bGV3JUsQ/sryw8Ren899L5PT5O9IJ81dEnIpm9Bx7xZS-XbLgLII),#D6AAAA,Hypnotits,7.64,8.33,1.091,1.3745,1.2600,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_CocoNaugthy-Hypnotits-126_RC-8.33_RS-7.64_RT-1.09,tts_CocoNaugthy-Hypnotits-126_
14,#FCDACA,ButterUdders,t_36.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/yFH6_SuR0BTa1OWJ6HU_lA/uIvG0Ksa31xwMkJchChRBiIiYXobZkm4pJVxiDmdgArDVZSSW07HV22jwv_yUD3M39cEITSYTGE40YhdEMoCzw/OdldDVJBXqI1mrMw-brEohC_tjZnc-43HRKaz3C8eMI),#F9BE9D,Hypnotits,7.64,8.33,1.091,0.1527,0.1400,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_ButterUdders-Hypnotits-14_RC-8.33_RS-7.64_RT-1.09,tts_ButterUdders-Hypnotits-14_
116,#f4d4fc,StarBust,t_15.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/PrOlXKEhUx1hNdX7etOv2g/XCnv63fVoQYYw0aD0XWRW1LGo3RYwe7jMK9xYf7tEsj1A51HwhBplS6-OyYtUru-90d9ysZsWMpZqFvcJC2gYw/pKRQsLjPXYMCKZ8YmDG_TltVwVB3beJo8noK7Ouq1Ho),#F3A4FF,Vintties,7.64,8.33,1.091,1.2655,1.1600,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_StarBust-Vintties-116_RC-8.33_RS-7.64_RT-1.09,tts_StarBust-Vintties-116_
112,#f9cdaf,CupCakes,t_126.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/zcjXfU8Kt49LT6inStYFQg/AVLKThF0e60WSjkThsPFpbJsq7MNiisf-lklnpg5g707zCe8WJxxfnBlRFJ_q-5OPE9gAkyLvR2ku-5yFTK-LBGQNSZZNQCG1nykhsXUNNM/x9zHET8So-AUSeHD2zBhDFnlqoUmXTTpNa1AKulG7kY),#E29764,Vintties,7.64,8.33,1.091,1.2218,1.1200,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_CupCakes-Vintties-112_RC-8.33_RS-7.64_RT-1.09,tts_CupCakes-Vintties-112_
109,#FCDACA,ButterUdders,t_37.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/IGEFYJiZEcnhE8sIiwF5vw/gYIpyVPaY-XHxzTMQlcZ-crvF8Wlx9Ipe9PZVrPYWNCumYejX4qACqjEvYtO53Lq5bJQWuD3Sljx2JKliGyBZA/fymQAtsRnAFlCPXortQVELSg0ZKQdM9_DTxU3HMXYOM),#F9BE9D,Vintties,7.64,8.33,1.091,1.1891,1.0900,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_ButterUdders-Vintties-109_RC-8.33_RS-7.64_RT-1.09,tts_ButterUdders-Vintties-109_
103,#f9cdaf,CupCakes,t_124.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/nknqklvo-J2v3RxXWwp6aA/CUV7Mr1rPE8iWp4BHpBDeQEMA-xO5IfSpWC8pf-w4hj4kMe5RIQKcinEwOQniPK2BPe56UbkiuL-hk9Q9glmAkSFI8YfktT-8JdsfdiFAA8/O6ia9o6c1HWKcLBF7AZIqJupJjyxGFpilXx6UaRDPZc),#E29764,Hypnotits,7.64,8.33,1.091,1.1236,1.0300,RC-8.33_RS-7.64_RT-1.09,RC-8.33_RS-7.64_RT-1.09,tts_CupCakes-Hypnotits-103_RC-8.33_RS-7.64_RT-1.09,tts_CupCakes-Hypnotits-103_
72,#9bd3f9,BooBerries,t_65.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/t652tXyK4lLuyoDoyprIow/tb8hJ8ASs3c99Rhnw5hyjkxWm_xm9po2Ph_1a7UOAUt3hktLV3JYAmOSH-aBpHO8KS0-AIGOWfgjN98kCcCBTA/uM4Q76oktMwZFybajwWNcaGiKyd5Eey43W0rnO0Yie0),#30B4E2,Trooper,6.94,7.64,1.100,0.7920,0.7200,RC-7.64_RS-6.94_RT-1.1,RC-7.64_RS-6.94_RT-1.1,tts_BooBerries-Trooper-72_RC-7.64_RS-6.94_RT-1.1,tts_BooBerries-Trooper-72_
82,#ffe1b6,TataColadas,t_74.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/pgbeWvrIpHp5I8Du1MFuSg/gJpvnoemCjQs3naEQTUOaoVhRnV6AfapAHpIMG_5GJX4BO97SLhY8SmDuMDKzgjgxqiTFAZ-S353G-kecmdBhQ/CukiNZ--P0FSTTnVZ2Esx9IJylSbqQHTwL-GutbYSZE),#F9C87A,Shaggies,6.94,7.64,1.100,0.9020,0.8200,RC-7.64_RS-6.94_RT-1.1,RC-7.64_RS-6.94_RT-1.1,tts_TataColadas-Shaggies-82_RC-7.64_RS-6.94_RT-1.1,tts_TataColadas-Shaggies-82_
40,#f9b4e4,WaterMelons,t_119.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/aibN7-vD6frGJfVfXs0lbg/jU657MmyvpN9DkszOPCFZpOIcjGC0jdXTelONTf7qJd6cZ7PjHaynE4_MrY6Z1Y0v9v-ackfYvXtTVdadlRst3S9DMqqu4lN9ZXO-HxP-68/RN7CHMHyEk1jd8D67PUrdraW3Agizs2FpqaUEtLOKRc),#EF6EAA,Shaggies,6.94,7.64,1.100,0.4400,0.4000,RC-7.64_RS-6.94_RT-1.1,RC-7.64_RS-6.94_RT-1.1,tts_WaterMelons-Shaggies-40_RC-7.64_RS-6.94_RT-1.1,tts_WaterMelons-Shaggies-40_
102,#9bd3f9,BooBerries,t_63.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/OD1qM3jZYjmNAU9tK-MRdQ/nPhyQvfyUZqpm-uAjBKqmRwUx5jOAsdw9z0tFkPE7uk0VH2SZURu08Zo_8jyiEBsEZ6BHh7BvImBXwmhL7npfQ/MNRFWKzz5dYpSZZUBuHUDCFblrfgWX4yYuIfQlU4_cg),#30B4E2,Shaggies,6.94,7.64,1.100,1.1220,1.0200,RC-7.64_RS-6.94_RT-1.1,RC-7.64_RS-6.94_RT-1.1,tts_BooBerries-Shaggies-102_RC-7.64_RS-6.94_RT-1.1,tts_BooBerries-Shaggies-102_
79,#f9b4e4,WaterMelons,t_10.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/0AZmoewHkSVhd0G3euKO-Q/5q0U5cwV-Q0wrQTkqeF55lBEHFBHhNh6dZR20uqcaFwCNM1KBOLTCQTt5RmzIP4XVIxjfIW_O7RPEY1v80_wZA/pw5iz8W4n44FVvMRjVteVT8eCA3P1Ts5eH7doxZQ5nU),#EF6EAA,Trooper,6.94,7.64,1.100,0.8690,0.7900,RC-7.64_RS-6.94_RT-1.1,RC-7.64_RS-6.94_RT-1.1,tts_WaterMelons-Trooper-79_RC-7.64_RS-6.94_RT-1.1,tts_WaterMelons-Trooper-79_
28,#e6bbb4,ChocoLattes,t_80.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/rnB2NqbaythYQYZOXVYFgw/7whA3TwGHQyB7LdY_pJDk5TlWP99rbe1HthdIXcQBrUhBvpyTljwDyiOEIg4h2T7fapBDITvLFy4DVQk4hnLIg/XvScM5Y1a8ADSO09vq7ii0IcnG_J-Mvq1ZoX-jAAq80),#874D3C,Buffies,6.25,6.94,1.111,0.3111,0.2800,RC-6.94_RS-6.25_RT-1.11,RC-6.94_RS-6.25_RT-1.11,tts_ChocoLattes-Buffies-28_RC-6.94_RS-6.25_RT-1.11,tts_ChocoLattes-Buffies-28_
114,#ebf2a7,PaPairmint,t_102.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/FoUNbExRBhIYiWcz5fjezA/LwnE_pvbz3dtCnftrewRqU05zo-X9KYTNQoQc1jJW7NZ6am7xwP8mVLqad2tPX018tDLvn8-RONlIIs3lwWkM5mGZRTVbT8cegqAxfmT9Hw/G5NhB3E8q-kgsXrVKyYcW_5d2yXF4Cwk1p_M5RwM6Fs),#BFD65B,Buffies,6.25,6.94,1.111,1.2667,1.1400,RC-6.94_RS-6.25_RT-1.11,RC-6.94_RS-6.25_RT-1.11,tts_PaPairmint-Buffies-114_RC-6.94_RS-6.25_RT-1.11,tts_PaPairmint-Buffies-114_
142,#f4d4fc,StarBust,t_19.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/VihtKMJB08w1NN48Dkul5g/nRxB2m8XY4CSmXI4ap-ZGu1r6Y4r1s2XRGgx8jWN1NiVpCY10OY_t8Hl6_ECaRjNeIB5ZrPR43pZTU01HOKTQA/6LEx5oyPKOXJrxUEC8-uAlXvcY-lI9E4xJyWhVG2C5o),#F3A4FF,Shaggies,6.94,8.33,1.200,1.7040,1.4200,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_StarBust-Shaggies-142_RC-8.33_RS-6.94_RT-1.2,tts_StarBust-Shaggies-142_
127,#f9cdaf,CupCakes,t_132.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/5aD10YwWChXUN4Yct7cLig/J3uZgR2DqjNn2XEg2lNc2_LfIBBvGTiM6FRqNvw5egqCsZYN2QCanfliZyBWboy_5VqxgTIwJM-3AF0C4cNx0sz1nqYNxv72Qdcr025Nht0/PzMkBYHXaCf8TCTS5sGsXL6yz2iLy7w3ujX5QQqAq4k),#E29764,Trooper,6.94,8.33,1.200,1.5240,1.2700,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_CupCakes-Trooper-127_RC-8.33_RS-6.94_RT-1.2,tts_CupCakes-Trooper-127_
1,#eacece,CocoNaugthy,t_26.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/uYH_yed1i3l0qdGyUUqcDA/0ls1OrN-CXK4kR-BDtG0bcaWIZPuO2qtLDqbBcapdb7ytzTb2vF_qrqRLZseGFbmNECNmoaJi6cSGufGs_9Baw/17yph3HmMRui0Ukd59zV--sT_ldfjxhUMyuE6psCUOg),#D6AAAA,Trooper,6.94,8.33,1.200,0.0120,0.0100,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_CocoNaugthy-Trooper-1_RC-8.33_RS-6.94_RT-1.2,tts_CocoNaugthy-Trooper-1_
6,#eacece,CocoNaugthy,t_28.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/vj1Yo-JkLIQKI2f4eLzbog/Fqv7GadQ8-fiNJ6p-vET-_vohbvvxy3BqhkJxAd6sRruM7oPRDFCVaSY6CScpSBfXHZznT3lVKd1SYtwb57EMA/sOJUf9HvrosZo8ir4TRx5dYJBckVP3AWDK6YulAlj3Q),#D6AAAA,Shaggies,6.94,8.33,1.200,0.0720,0.0600,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_CocoNaugthy-Shaggies-6_RC-8.33_RS-6.94_RT-1.2,tts_CocoNaugthy-Shaggies-6_
83,#f4d4fc,StarBust,t_21.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/d4QtlS978_Brt8YbQTyIOg/cO5nU2HCorO_3Fgjx_9Gfxcm0P2_RaLPjMQqS41ZcuXiCuULlfuDa1abvZood2ca_woO0hKGEu_66BUQJsgiuA/XIY9tACS2BszP_87ZABOgPRX59niHeeZepEFtX-qOe4),#F3A4FF,Trooper,6.94,8.33,1.200,0.9960,0.8300,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_StarBust-Trooper-83_RC-8.33_RS-6.94_RT-1.2,tts_StarBust-Trooper-83_
74,#FCDACA,ButterUdders,t_41.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/8mna3uyDOg8HRW6-gq5atg/m-5UpvvsfoU1itx19JM0gfgDa6DT2Ej-ZI9V5d1VTgEJTLgB8J2iQWM9dmuPm0tyvRfofSo4tzCc8cM-L5J8Pg/Js1eol_vA7ro3QLrOHkOmWv_h9C5f3H1kkL9ZjBRafc),#F9BE9D,Shaggies,6.94,8.33,1.200,0.8880,0.7400,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_ButterUdders-Shaggies-74_RC-8.33_RS-6.94_RT-1.2,tts_ButterUdders-Shaggies-74_
121,#f9cdaf,CupCakes,t_130.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/fxB_02SVGPzI_Gb4coX2Mw/njeogNOA-WhfLa23W-I8kZ-LS42ErVBJrDIwK-diwIc62D_BB_-RjqQDnNQp-1U5j58DF-m7Wp7xoT3gMpgkXTlbDGA-IcFi7bMfw0x5zPQ/4wCsuzi3qrJuplxD4aACHw2-5a6Bztvtg7bfyxznDro),#E29764,Shaggies,6.94,8.33,1.200,1.4520,1.2100,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_CupCakes-Shaggies-121_RC-8.33_RS-6.94_RT-1.2,tts_CupCakes-Shaggies-121_
24,#FCDACA,ButterUdders,t_43.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/DBCguMj1OlXKIFrG-RsjWQ/KRnf2FXzpKk7E372IRsWo__yGSxPp4Zerov01-KKvimWKTm9q7-DC47PwKWkyIp65wHsuA2tc8Yca8CZ_Qckag/w4P51wwZTOsrlOz0sYlTmxjjxxyeZ-36hpej548BcY0),#F9BE9D,Trooper,6.94,8.33,1.200,0.2880,0.2400,RC-8.33_RS-6.94_RT-1.2,RC-8.33_RS-6.94_RT-1.2,tts_ButterUdders-Trooper-24_RC-8.33_RS-6.94_RT-1.2,tts_ButterUdders-Trooper-24_
34,#ffe1b6,TataColadas,t_77.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/SUwk7TwqW00jzY_VslbajQ/uUgbPtYMtRbWzgvXoNwFOZgNcK0Q2r9ooGCsG78Q8s5x8tO1Cld2PQhB78cyVAf8id9k322hZiYg2g3xycQCww/zAsnbq2RM_x1Bbwhzqcv68B4zPDNC0ED8HATQ94YhWQ),#F9C87A,Buffies,6.25,7.64,1.222,0.4156,0.3400,RC-7.64_RS-6.25_RT-1.22,RC-7.64_RS-6.25_RT-1.22,tts_TataColadas-Buffies-34_RC-7.64_RS-6.25_RT-1.22,tts_TataColadas-Buffies-34_
52,#FCDACA,ButterUdders,t_44.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/zLJd8SA9Es0obk0Ue2CCig/ZiQE6D5Jxbs4WYqh7O2MxJqguCvo5IOee5bpybTKuHDMy7qdhQRiHuByEOws4kNzHwCMrnREYNrTdYjit4-nRg/f11frKCiiODplBOyteVz2doFzeIrNwtS7T4PNqdq_dI),#F9BE9D,Buffies,6.25,8.33,1.333,0.6933,0.5200,RC-8.33_RS-6.25_RT-1.33,RC-8.33_RS-6.25_RT-1.33,tts_ButterUdders-Buffies-52_RC-8.33_RS-6.25_RT-1.33,tts_ButterUdders-Buffies-52_
12,#eacece,CocoNaugthy,t_25.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/kpLzDQ0RfzLEyREs89jtvw/OiDw5zkI5bgUvz-E72AENWwNbAU8EIT1704pB7RTJQN1jG1sSrQYx9C2ac-pbbA23Lue9iG_C1gDiBjyMk3iYg/1iIYLY_oauIqZMir-pJtiL2VCE99Gd1j1ZQdedDdFlU),#D6AAAA,Buffies,6.25,8.33,1.333,0.1600,0.1200,RC-8.33_RS-6.25_RT-1.33,RC-8.33_RS-6.25_RT-1.33,tts_CocoNaugthy-Buffies-12_RC-8.33_RS-6.25_RT-1.33,tts_CocoNaugthy-Buffies-12_
98,#f9cdaf,CupCakes,t_11.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/YCuyDcSv0dTqTz83d8F1xg/Ls9AGAF5Tq4NaoisxnOjYu6y17jj3SKB4dcpORrMdh19J0iSoor4Opz3YT3-59ZN3lEPJhHotIqC_eMXiNRlVw/iEYm4IiNAIKNkx6DTCQrDagoZyCswak5oC66Q5GEp7Y),#E29764,Buffies,6.25,8.33,1.333,1.3067,0.9800,RC-8.33_RS-6.25_RT-1.33,RC-8.33_RS-6.25_RT-1.33,tts_CupCakes-Buffies-98_RC-8.33_RS-6.25_RT-1.33,tts_CupCakes-Buffies-98_
87,#f4d4fc,StarBust,t_22.svg (https://v5.airtableusercontent.com/v1/15/15/1680883200000/J2bdsiaUYXYhUn3Hezp5OA/hmgdkrG9wWjEaveIfVaDmJqrYYtqUmJIpsyopVfsX0pwhUvpLTnr6YPrFRunHKubqQvZRAobU0fX9K_O-fJiaw/FHhJ5m9H_EeAr4O_ioOAx76ROYF9WG9hMyLoy0q9H0k),#F3A4FF,Buffies,6.25,8.33,1.333,1.1600,0.8700,RC-8.33_RS-6.25_RT-1.33,RC-8.33_RS-6.25_RT-1.33,tts_StarBust-Buffies-87_RC-8.33_RS-6.25_RT-1.33,tts_StarBust-Buffies-87_