TT id,LinkColorHex,ColorTeam (from LinkColorHex),IMG WP,IMG IPFS (from LinkColorHex),ColorSkin (from LinkColorHex),ShapesLink,ShapeRarity,ColorRarity,RarityTotal,RaritiesConcatenated,RaritiesArray,Concatenate Attibutes,Concatenate Attributes and Array
121,#f9cdaf,CupCakes,t_130.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/viF_XshX6XYBTSu46ABVlg/3WV8rZHMmBWlnOoWfxGSAjghhzZOKyb8z2qlxKDdxJwXTSddQkoivP0CA-YGg31hwUFNJEg0HegXRcVuLEqN64ESGPtOrOekBBo9NOykQPw/_VA2cJaponV4-TkJepW2XEWGJ3_3mHIzypMjWIWqoBs),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Shaggies,6.94,8.33,1.20,RC-8.33_RS-6.94_RT-1.2,"RC:8.33,RS:6.94,RT:1.2","tts_CupCakes-Shaggies-121_{RC:8.33,RS:6.94,RT:1.2}",tts_CupCakes-Shaggies-121_
120,#9bd3f9,BooBerries,t_59.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/0CuT_nh9Um8qP4RJd7vm9A/4EYTQ-RJ6DA2hXNcYfDv7wF-Fmt7pUvr2teKFKhXEGh6dioM3DsAd94_92NBzhu2XDs8OP36BnR_RAwO8CXxAQ/_SxCsNENWuf-E33nGNdPozRFPScxMdqmgzg97llvbgw),QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN (https://dl.airtable.com/.attachments/a3ddc3d4f4bb4608b31720ddcb5277a6/8d073130/QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN),#30B4E2,HolyMels,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_BooBerries-HolyMels-120_{RC:7.64,RS:8.33,RT:0.92}",tts_BooBerries-HolyMels-120_
119,#ffd8bd,PeCans,t_97.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/JJqEmf6dekshcYi8YLLalw/I1C_tHfEApNwXn96zqq_cJaQeGotH9V34msTu8D_qFrOCR3GAmnSCkkvcL2F-jGF8uMFntf9jCz-Httsp5Hn0Q/JUbc88DC9HYd5NEtmUuJr8SZencWWHxhcSNp1seL_Lw),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Spades,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PeCans-Spades-119_{RC:6.94,RS:8.33,RT:0.83}",tts_PeCans-Spades-119_
118,#ebf2a7,PaPairmint,t_106.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/fXZiW5Aa_sdoocoD5lYt-A/nH41DXPLmQMh9SZXUJyMBSpeAyceDM7c0yf-hzo2MFIiT_ejv8wj3aMV_XszDJT3hbp1lkfjVqeABiKcgUHZNlJwkAQNF76CB9SdYJTnM60/S2KtMP_Ql-01ZhblaXCXtuSi7uV08AShw7RoBLrv6iM),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Perkies,10.42,6.94,0.67,RC-6.94_RS-10.42_RT-0.67,"RC:6.94,RS:10.42,RT:0.67","tts_PaPairmint-Perkies-118_{RC:6.94,RS:10.42,RT:0.67}",tts_PaPairmint-Perkies-118_
117,#ffd8bd,PeCans,t_90.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/qU8eTPZKUPqgYcbSAo1KRQ/ZRuYG-Gnj_irqo_8elb2miamB_WC2pwsaAnNP7Vp6r1EkaKTf4pGPrIuYBLTNMWBGAxkx7EPQrYQQtdJqQLbkQ/1hSucM6hUtaZEQK8ukBhxsOD8ExBw95oWzMd_MxhNf4),QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B (https://dl.airtable.com/.attachments/648e65cf5b832a946ef16fb62b1ceecd/8f81d9c0/QmQ8LZK6kYaw3dSdn8HUBBWieYwgKax1j1PAjcW72J8Z9B),#b7896a,Hoots,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PeCans-Hoots-117_{RC:6.94,RS:8.33,RT:0.83}",tts_PeCans-Hoots-117_
116,#f4d4fc,StarBust,t_15.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/ifN2FHJ7vZifyyOXvAm5Wg/THFpiUIxQSxWW_GG2qHjkGrSGX3focdiPxlEG2c65g-U_prAxeuLwr-fZqonowM40kFyZ2WWG6OvUH4U5Bt2hA/zmBA2scvCoi0W2c6k64_okBDdaAn9J-AERAUnAQm3fQ),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,Vintties,7.64,8.33,1.09,RC-8.33_RS-7.64_RT-1.09,"RC:8.33,RS:7.64,RT:1.09","tts_StarBust-Vintties-116_{RC:8.33,RS:7.64,RT:1.09}",tts_StarBust-Vintties-116_
115,#cdbef7,PurpleHush,t_4.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/foDH5ukplAFx8-VWW7n9jg/qQ7oaBFTMCtXaayv80bApNWkAkzcYut5qWSfV2IOHASsw8iue6OnMkcEHOVrIff7UcxAfpfxHB-ZbcApRS3ZLg/_bfxNskMyoQXzed3ggxX1mXxaXjgv9H7tzLJlcG4PNY),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,Vintties,7.64,6.94,0.91,RC-6.94_RS-7.64_RT-0.91,"RC:6.94,RS:7.64,RT:0.91","tts_PurpleHush-Vintties-115_{RC:6.94,RS:7.64,RT:0.91}",tts_PurpleHush-Vintties-115_
114,#ebf2a7,PaPairmint,t_102.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/lxa_RBOIhu9zRWZQ3Anxdg/peNjHt3AAyT_rKxihhjmNrQAXy-kG--jpBGG5r5zdcYq7n-0qt8gBYBd8vZlcFKanOKimowOZxjI4tyT6D0W2_QcVkz2nM83eyUu-0uVfz4/5OnHdp_eKxBmzE8z3OcUn8M__tGdg_VZKcBbwDRV7hg),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Buffies,6.25,6.94,1.11,RC-6.94_RS-6.25_RT-1.11,"RC:6.94,RS:6.25,RT:1.11","tts_PaPairmint-Buffies-114_{RC:6.94,RS:6.25,RT:1.11}",tts_PaPairmint-Buffies-114_
113,#cdbef7,PurpleHush,t_52.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/vfdB2cZwNZIY7hhcPNUn4w/R5YLqjrpn2uZVvEb3pjoDuwPUabsYbXgUDulbN14xcJmWCraOsVLzObbOOs0TXDEJpaKITbrWIyD0fwG2XIC5A/hZIasYwCozHt1Lq8wdWz13kDs-EUW7kOJ4y22wo2Xek),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,Shaggies,6.94,6.94,1.00,RC-6.94_RS-6.94_RT-1,"RC:6.94,RS:6.94,RT:1","tts_PurpleHush-Shaggies-113_{RC:6.94,RS:6.94,RT:1}",tts_PurpleHush-Shaggies-113_
112,#f9cdaf,CupCakes,t_126.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/aRLMEzG1UL2_MnRqYpD-3w/Ye7SHv4fjv4py7vzkBHVaLtEcZCyhMiAtd7S7yCg3on9nFyInH9OgzLpQiGGmzXb67fKcJe5BFYdbsekhycMfOobMmfthr2PWZJgQMNYTTk/4-y4HAL9k7OB-hwNYiovZUDgJQBe9R2SgNHnzaXd6Pk),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Vintties,7.64,8.33,1.09,RC-8.33_RS-7.64_RT-1.09,"RC:8.33,RS:7.64,RT:1.09","tts_CupCakes-Vintties-112_{RC:8.33,RS:7.64,RT:1.09}",tts_CupCakes-Vintties-112_
111,#FCDACA,ButterUdders,t_3.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/0DGvXLe7USvipbGghU6XKQ/6YR3Bi1uEH4X5mfagZCJruwp00KXjBINhLeLYpI8GPzh5QuEaqvSoSyW6yfUZRHJO1HEsqthRN5ZXMBGashN2A/HsihrdVa2K_cwEjK614iG1Tkg6jYvApoPOJPSKR22Jo),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,HolyMels,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_ButterUdders-HolyMels-111_{RC:8.33,RS:8.33,RT:1}",tts_ButterUdders-HolyMels-111_
110,#ebf2a7,PaPairmint,t_9.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/PMZTkGgtqo72tUIWt48dHQ/0yFnb_36zerN-aXvbJdptnT_XnUtHk7ci17m5aUxsjGqZtH489FBZauli3LAYnBdZAFuwA6SaqA8bak35BPX3Q/6L9sMyMKh-SgUts5kA1PqFYOayRvhcuD12m5S8aOPAQ),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Spades,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PaPairmint-Spades-110_{RC:6.94,RS:8.33,RT:0.83}",tts_PaPairmint-Spades-110_
109,#FCDACA,ButterUdders,t_37.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/MYCrhAAWdxNYDRqPjvARPQ/W5VuuB2AirACT8m1WbbxtMA5ZJvRtkRfqUpw0w2hR7-wlI-p5wG7VCQi4Z4h0J-vHKb8wgx9_LvdwqyFuQnInA/x19cUVYsAb7q83HCQJRpGR5kckdCFNRaELYn8gE7v-c),QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC (https://dl.airtable.com/.attachments/0704685275ab400a55df7d4d0fdac4d2/34932cb0/QmUaFe14JgAbwqCzkvXnF7Hh45U441GiPTgBd3xgHbjLBC),#F9BE9D,Vintties,7.64,8.33,1.09,RC-8.33_RS-7.64_RT-1.09,"RC:8.33,RS:7.64,RT:1.09","tts_ButterUdders-Vintties-109_{RC:8.33,RS:7.64,RT:1.09}",tts_ButterUdders-Vintties-109_
108,#cdbef7,PurpleHush,t_48.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/_xSK8uAbe_qJJsyVhrzdGA/bSCSxqDBUZ7PL2RRglk71ScWUAiKn-JIrro1n9muaMaZVxawmClSXclTGZSVAudTSt2ZPl77Zj800B-Pc3aIFg/EbpM23Pe7aoQ8-Li5UXNWFKSFyj3qbQkAfm22N9HASM),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,HolyMels,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PurpleHush-HolyMels-108_{RC:6.94,RS:8.33,RT:0.83}",tts_PurpleHush-HolyMels-108_
107,#f4d4fc,StarBust,t_16.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/j-hy7DASPMqj0ma14ahslg/QQT3dGV4KMnt5pT8Joyx-6C6_4F62BbC591iBvPOOk9CvHBlyMRNjC17qkT1ASnHt0C7tSp-9Vy7d0iiMOSrVw/1aAC3mfj-O8zSVRDQp2FDkvbTsiiYFHlXxCVv8NBy3s),QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7 (https://dl.airtable.com/.attachments/e76e553cca6e27005ffee1798ce70051/62e13224/QmTPdpM75RhKchiBFacMyS2KdgAHQKzdvFCmZuXzax2qp7),#F3A4FF,TotalRecalls,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_StarBust-TotalRecalls-107_{RC:8.33,RS:8.33,RT:1}",tts_StarBust-TotalRecalls-107_
106,#ebf2a7,PaPairmint,t_111.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/df70U5IjUC3bZjRXRIe6pw/nqO-VKiiPwpmb8GpWocy_EZmm-TAE8PsjHOkx1BIxmvOIAf3SxR7_R2MWHoiDAsYxwTIdVFMuq-uBEmFmy46Frh0ic1cbsRchisP6rjtBj8/9N76UXzEwba07h2uZWd9JBAATToVHn8UeP20lw5s0ho),QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop (https://dl.airtable.com/.attachments/6845bdc4060a72dce4505d217fd2d4fa/46c49df6/QmaG9JqF5XPEymHUzfkYnTy4QCdh336nd2WQNjuAMd6pop),#BFD65B,Hoots,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PaPairmint-Hoots-106_{RC:6.94,RS:8.33,RT:0.83}",tts_PaPairmint-Hoots-106_
105,#cdbef7,PurpleHush,t_51.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/2x-M0i4hs6b0fXQdhGgRoQ/wD__dqd6XUaqTv1rPADUpBJvUdg9tNq6SlMADsl1Pv8feN5DJTO4kTigpAxxOXvGRbHAPzZ0K_pzq2LqEBuWQA/ASOUa-ASFIfv4yyqzD-PRJUC18G0S0E3q55-fZKOoxQ),Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL (https://dl.airtable.com/.attachments/9460015687eea7fe5fcbeb2596be435a/74d64864/Qmf4kCwPg6St6mzsjPtfZmvAgfz4EdeBDwR85Gsb2zqhHL),#5F4B8B,Oh Buoys,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_PurpleHush-Oh Buoys-105_{RC:6.94,RS:8.33,RT:0.83}",tts_PurpleHush-Oh Buoys-105_
104,#e6bbb4,ChocoLattes,t_89.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/z2xZvMGrl4FSir8oxsu3KA/rVqLekhis64io45Y0hwdk2vzprjJqSV83qBhqVHG4DNwgG6uzSAjcoSjkrwJg9G7y4sWfGoDmet2UPhixKtCkA/gm9qnbHHmIBAnRLxWNE2zNouTctaBI7oUonZ1Vs9FEs),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,Hoots,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_ChocoLattes-Hoots-104_{RC:6.94,RS:8.33,RT:0.83}",tts_ChocoLattes-Hoots-104_
103,#f9cdaf,CupCakes,t_124.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/O_75AR9K_659O3VhyuJTzw/CdKqSmtGsBVur1RuONNnLP-KOYO8e3VinyD4JtbPTAyuL-FIN7z1SX8whNAA9FIwauzJQ9zuoqOgEF88uySb5-M_wNf2XSNuzq7gwA5I8UE/gBK8tCOUGA98xoKmEpUtRydS39lmRPiG-wsrsFe8fZM),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Hypnotits,7.64,8.33,1.09,RC-8.33_RS-7.64_RT-1.09,"RC:8.33,RS:7.64,RT:1.09","tts_CupCakes-Hypnotits-103_{RC:8.33,RS:7.64,RT:1.09}",tts_CupCakes-Hypnotits-103_
102,#9bd3f9,BooBerries,t_63.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/lu5VHj4BZ1VJ3eKsOhm8OA/GXpx3-t_PK4Tg5psWBQnv7j7aplusjGIOVydjly0k2oUedF8R7nQEMRIUou4PKzU3S9rdDOs3NyWNGd-QoQCog/niSkZXocTZc0Shss59uz9I4zX60g_guJP9tQJ-mxxD0),QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN (https://dl.airtable.com/.attachments/a3ddc3d4f4bb4608b31720ddcb5277a6/8d073130/QmXRtjtcHHedBCutzLYcf8fU6LmSByTmUDEZf1buqKtpeN),#30B4E2,Shaggies,6.94,7.64,1.10,RC-7.64_RS-6.94_RT-1.1,"RC:7.64,RS:6.94,RT:1.1","tts_BooBerries-Shaggies-102_{RC:7.64,RS:6.94,RT:1.1}",tts_BooBerries-Shaggies-102_
101,#ffe1b6,TataColadas,t_68.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/bAwkDq-f-FGZ9zCQxCeTSw/ie8IrGfmKrGw-RtE82HpZZqyQ8GGnnR0vOcAz1eJxvWvMX85VaE0kwKYkXVxjbIT8UBlT5rRcd7hFpVMTNwP_A/MSicqVp7Jlo44MzkQybrQxQDKhEymO_mUc-GpWLATsU),Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m (https://dl.airtable.com/.attachments/d3ec99a7946dd75cda147557d3e4c343/9a024460/Qmb1ZKoLFtBkyMHzP8Hx5To7pSiBww2K6oxNmLmyBjra4m),#F9C87A,Hoots,8.33,7.64,0.92,RC-7.64_RS-8.33_RT-0.92,"RC:7.64,RS:8.33,RT:0.92","tts_TataColadas-Hoots-101_{RC:7.64,RS:8.33,RT:0.92}",tts_TataColadas-Hoots-101_
100,#f9cdaf,CupCakes,t_123.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/l4u6Dvbfs3tU_DxJuZCiSw/BaQ6LuL7ZtdYkJY9-6LJQu4sY0JUiRfIub1ZcHDFB40G7rgmhWzOwH7hDEX4AvOwvW279L_PIrJMh-6lyyDvxQCYKcPG5GW-OBifE6hwB8E/LfGZwiagZIe6k2ngs_zJ2-lSn3okjUwowQrO5mZnd04),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Hoots,8.33,8.33,1.00,RC-8.33_RS-8.33_RT-1,"RC:8.33,RS:8.33,RT:1","tts_CupCakes-Hoots-100_{RC:8.33,RS:8.33,RT:1}",tts_CupCakes-Hoots-100_
99,#e6bbb4,ChocoLattes,t_87.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/D0HxBHYSunQcAV16lxAorw/jDgykEyR9n_BVu2XWlqApL0MQIb2yNQiZOvwza_MjLZAwxdcZDp-L_mcHsJJBPQvgc0SlHA0H93D1ANZ9qLdKQ/k1ltD1NPacKgENtd2i3bPVhKeVI2wO6usfCkmP61--U),QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR (https://dl.airtable.com/.attachments/dfa4793867cb4ea644ca76eb9165d9d1/c01cb0c8/QmVkHK9tHG8u3TYH5u163jVmA7WEbp11cLmkKTzpujzwTR),#874D3C,HolyMels,8.33,6.94,0.83,RC-6.94_RS-8.33_RT-0.83,"RC:6.94,RS:8.33,RT:0.83","tts_ChocoLattes-HolyMels-99_{RC:6.94,RS:8.33,RT:0.83}",tts_ChocoLattes-HolyMels-99_
98,#f9cdaf,CupCakes,t_11.svg (https://v5.airtableusercontent.com/v1/15/15/1680681600000/q2lA9IKc6onH_omqq7nBNQ/kNIN0b3mYLcrJuvCoCXL3Aw3VdagQpktS0cDceVen5qNVkWgSlYj9TIg2RDQbevyBaDGrDluv1qaddvEmy9Aaw/24OfHSSYwoGOb_UaUCn9HGC6xE4GqG19aNKPT1xx2YE),QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL (https://dl.airtable.com/.attachments/b5efab95eb96c8e64079b7ac4af01eef/e6c17ccf/QmZ3o3GukiJNgiLon4D84FjmepyGBtJ3Wc4c1Ed46iZoSL),#E29764,Buffies,6.25,8.33,1.33,RC-8.33_RS-6.25_RT-1.33,"RC:8.33,RS:6.25,RT:1.33","tts_CupCakes-Buffies-98_{RC:8.33,RS:6.25,RT:1.33}",tts_CupCakes-Buffies-98_
